Ano da Produção	Identificador do PPG	Código do PPG	Nome do PPG	Área de Avaliação	IES Sigla	IES Nome	ID da Produção	Nome da Produção	Produção vinculada a TCC concluído	Importada Lattes?	Inconsistente	Tipo de Produção	Subtipo de Produção	Item de Detalhamento	Valor do Item de Detalhamento	Área de Concentração	Linha de Pesquisa	Projeto	Nome do Autor Principal	Categoria do Autor Principal	Entre as 5 produções mais relevantes do programa?	Qualis	ISSN	DOI	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	citations	source_id	SJR	SJR_year	CiteScore	CiteScore_year	PlumX
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998419	HOSPITALIZATION IS ASSOCIATED WITH HANDGRIP STRENGTH DECLINE IN OLDER ADULTS: A LONGITUDINAL STUDY	Sim	Sim	Não	BIBLIOGRÁFICA	ARTIGO EM PERIÓDICO	URL	[http://https://link.springer.com/article/10.1007%2Fs40520-021-01954-4][doi:10.1007/s40520-021-01954-4]	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO PROCESSO DE ENVELHECIMENTO	SARCOPENIA E ESTADO INFLAMATÓRIO CRÔNICO EM IDOSOS COMUNITÁRIOS DE UM CENTRO URBANO DO NORDESTE BRASILEIRO	ANA CLAUDIA MAURICIO DE CARVALHO	Egresso	Não	NA	1720-8319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28496	1.005	2023	7.9	2023	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998419	HOSPITALIZATION IS ASSOCIATED WITH HANDGRIP STRENGTH DECLINE IN OLDER ADULTS: A LONGITUDINAL STUDY	Sim	Sim	Não	BIBLIOGRÁFICA	ARTIGO EM PERIÓDICO	URL do DOI	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO PROCESSO DE ENVELHECIMENTO	SARCOPENIA E ESTADO INFLAMATÓRIO CRÔNICO EM IDOSOS COMUNITÁRIOS DE UM CENTRO URBANO DO NORDESTE BRASILEIRO	ANA CLAUDIA MAURICIO DE CARVALHO	Egresso	Não	NA	1720-8319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28496	1.005	2023	7.9	2023	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998419	HOSPITALIZATION IS ASSOCIATED WITH HANDGRIP STRENGTH DECLINE IN OLDER ADULTS: A LONGITUDINAL STUDY	Sim	Sim	Não	BIBLIOGRÁFICA	ARTIGO EM PERIÓDICO	Volume	x	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NO PROCESSO DE ENVELHECIMENTO	SARCOPENIA E ESTADO INFLAMATÓRIO CRÔNICO EM IDOSOS COMUNITÁRIOS DE UM CENTRO URBANO DO NORDESTE BRASILEIRO	ANA CLAUDIA MAURICIO DE CARVALHO	Egresso	Não	NA	1720-8319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28496	1.005	2023	7.9	2023	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Abrangência Territorial	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Anexo	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Complexidade	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Correspondência com os novos subtipos-produtos técnicos/tecnológicos	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Código do registro	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Declaração de vínculo do produto com PDI da Instituição	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Descrição do tipo de Impacto	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Estágio da Tecnologia	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Finalidade	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Houve fomento?	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Há registro/depósito de propriedade intelectual?	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Há transferência de tecnologia/conhecimento?	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Impacto - Demanda	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Impacto - Nível	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Impacto - Objetivo da Pesquisa	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Impacto - Tipo	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Impacto - Área impactada pela produção	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Inovação	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Replicabilidade	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) Setor da sociedade beneficiado pelo impacto	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	(PTT) URL	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	Cidade	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	Data	02/08/2021	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	Divulgação	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	Duração	20	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	Emissora	Página web da Universidade Federal do Rio Grande do Norte	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	Idioma	PORTUGUES	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	Natureza	OUTRA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	Número do DOI	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	Observação	NA	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	202784	23001011043P6	FISIOTERAPIA	EDUCAÇÃO FÍSICA	UFRN	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	10998830	HUOL REALIZA SEMINÁRIO PARA ENGAJAR COLABORADORES COM PESQUISA E INOVAÇÃO	Não	Sim	Não	TÉCNICA	PROGRAMA DE RÁDIO OU TV	País	Brasil	AVALIAÇÃO E INTERVENÇÃO EM FISIOTERAPIA	AVALIAÇÃO E INTERVENÇÃO NOS SISTEMAS CARDIOVASCULAR E RESPIRATÓRIO	NA	GUILHERME AUGUSTO DE FREITAS FREGONEZI	Docente	Não	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
